coin_id,weighted_avg_score,top_wallet_balance,top_wallet_count,total_balance,total_wallets,mean_score,score_std,score_count,top_wallet_balance_pct,top_wallet_count_pct,composite_score,avg_wallet_balance,score_confidence,market_cap,market_cap_filled,coin_return
87cda13a-f429-4cbe-88b7-8294964d0a76,3.4190434030812605e-07,0.0,0,28663.637,8,0.03355293859646111,0.09490204164117395,8,0.0,0.0,1.3676173612325043e-07,3582.95458984375,0.6666666666666667,3574721,3574721,0.16035748
8c6ed159-a3cd-48fe-9a8b-67997ed8ec30,0.0,0.0,0,159296.47,9,0.0,0.0,9,0.0,0.0,0.0,17699.60763888889,0.683772233983162,1828792,1828792,0.46349812
8ef46d90-9088-4592-a87c-84ec835821ac,0.07188133412414392,14799.937,2,87372.19,9,0.0928702951818525,0.1843119386033463,9,0.16938956,0.2222222222222222,0.14623607154215812,9708.020833333334,0.683772233983162,4653518,4653518,0.089179754
8ef75871-07ed-452a-b06b-9b79a8711e16,0.1800353729812627,38054.555,2,89089.59,7,0.1666700011164734,0.2090619292406434,7,0.42714927,0.2857142857142857,0.285873220668624,12727.08482142857,0.6464466094067263,801653,801653,-0.16144335
8f2b870b-e438-4bb3-aa34-956213ff35e4,0.0,0.0,0,47260.863,11,0.0,0.0,11,0.0,0.0,0.0,4296.442116477273,0.7113248654051871,2063642,2063642,0.2315638
8fb45533-c202-4d2b-90c1-efc53d04b9d5,0.0,0.0,0,121146.78,5,0.0,0.0,5,0.0,0.0,0.0,24229.35625,0.5917517095361369,2708313,2708313,0.14430463
900bf4de-6436-4828-adcc-150d5f1bb85f,0.032159403249764656,5602.9033,1,70164.086,14,0.1005212039931379,0.1657537811373248,14,0.07985429,0.07142857142857142,0.05824862038073139,5011.720424107143,0.7418011102528389,2995096,2995096,0.14830947
943858cf-8593-421b-846b-a735a4d914a4,0.021346824882778108,0.0,0,79937.23,5,0.06482256141619147,0.14494765380225919,5,0.0,0.0,0.008538729953111243,15987.4453125,0.5917517095361369,1935561,1935561,0.07634008
949120f9-a7ec-4993-b6d6-de3927bd14ab,0.005262689014488501,2163.968,1,195695.06,10,0.09383221551432427,0.1633366001525432,10,0.011057857,0.1,0.035422432879567756,19569.50625,0.6984886554222364,1731174,1731174,0.194309
971e0c47-daf9-4110-91f3-dc2782cd8356,0.01276670213371947,951.1809,1,31371.488,5,0.08421330116892874,0.18830666602338714,5,0.030319916,0.2,0.07420265605133944,6274.29765625,0.5917517095361369,2153241,2153241,0.839818
97400c5b-c365-434d-8cfd-c0cc918e5a28,0.035893931725970954,5826.0083,1,65362.223,8,0.05033693689934355,0.14237435770274068,8,0.08913418,0.125,0.0785978275246827,8170.27783203125,0.6666666666666667,2362102,2362102,-0.025442779
98e603d0-0ff5-4b37-8970-bc7b3114a046,0.04612081751141792,2332.95,1,75055.234,7,0.13335607404243427,0.17680172746952053,7,0.031083109,0.14285714285714285,0.0706304032639503,10722.176339285714,0.6464466094067263,1717454,1717454,0.21929443
9b9956b1-e82c-4835-85a0-4e7b30fb63e0,0.25921159518542414,32807.723,1,52468.94,6,0.06909225886695132,0.16924077940031734,6,0.6252789,0.16666666666666666,0.3412683080942731,8744.823567708334,0.6220355269907728,1173353,1173353,1.6052115
9d53f896-2d63-4091-83bb-fe7892786ab3,0.0,0.0,0,101477.4,5,0.0,0.0,5,0.0,0.0,0.0,20295.4796875,0.5917517095361369,3670693,3670693,0.20854545
9e6a9bde-9483-4741-bf9c-66fa89322a6c,0.0,0.0,0,1263677.6,7,0.0,0.0,7,0.0,0.0,0.0,180525.375,0.6464466094067263,1428287,1428287,0.079386115
a02bb17d-b6ea-47e1-9e2f-981c9a6cd6ee,0.00617233207444216,1973.29,1,127419.99,6,0.06642700269717937,0.16271226175057138,6,0.015486503,0.16666666666666666,0.057114883922020056,21236.665364583332,0.6220355269907728,2850216,2850216,0.12162244
a31eb741-bf0f-4bf3-9695-79c179e043be,0.0,0.0,0,38037.297,9,0.0,0.0,9,0.0,0.0,0.0,4226.366319444444,0.683772233983162,3820126,3820126,-0.16764414
a8682097-8c5d-43a9-82c0-0e8cb70ad3a4,0.19713832604323334,10794.632,1,22699.559,6,0.06909225886695132,0.16924077940031734,6,0.47554368,0.16666666666666666,0.27151843673958187,3783.259765625,0.6220355269907728,706716,706716,0.43046677
ac47fd25-df56-48df-987d-9dcfcfc509fe,0.06803445886994952,65356.8,3,472040.22,30,0.08931242730249277,0.1572033143647586,30,0.138456,0.1,0.09875058411131522,15734.673958333333,0.8203946979732251,2129902,2129902,0.15039599
acfd91d3-91d0-4cae-ae2f-9a2496e35683,0.01932404726818738,5385.716,1,133146.45,6,0.12509436546864142,0.19456931026178792,6,0.040449563,0.16666666666666666,0.06986448849022601,22191.075520833332,0.6220355269907728,3039710,3039710,0.14348972
adde2a46-33a2-4f2a-a213-6a37b6cb1d02,0.0,0.0,0,26904.16,8,0.0,0.0,8,0.0,0.0,0.0,3363.02001953125,0.6666666666666667,2249602,2249602,-0.22675121
af95ad9c-9856-4eed-a96e-10b68f3ef339,0.03993553359897312,1556.1653,1,15691.809,8,0.05033693689934355,0.14237435770274068,8,0.09917055,0.125,0.08322538014090608,1961.47607421875,0.6666666666666667,1425451,1425451,0.018169403
b1a055bd-eaaa-4a85-a969-5845ff8274c6,0.13118939050478085,84061.234,2,272513.2,7,0.11979531619399633,0.20463914433847616,7,0.30846667,0.2857142857142857,0.23073004527551583,38930.455357142855,0.6464466094067263,4543219,4543219,0.74274254
b50cf560-1510-47d7-8393-1060e82386e8,0.08323914220176033,4654.17,1,23179.031,5,0.08291071064034158,0.18539398505461888,5,0.20079225,0.2,0.15353333651122208,4635.80625,0.5917517095361369,1317722,1317722,0.27676785
b519df91-a8e0-4311-9d12-94b2dec4fb82,0.0,0.0,0,106247.4,21,0.0,0.0,21,0.0,0.0,0.0,5059.3999255952385,0.7867992836443896,2985121,2985121,0.0
ba976559-a7f8-42ac-868d-423efa43c75c,0.15396785200450797,0.0,0,112691.29,5,0.12028929027309157,0.16472940520598608,5,0.0,0.0,0.06158714080180319,22538.2578125,0.5917517095361369,4255589,4255589,-0.1839273
bbec4388-46d9-4595-9f90-0e9b011e112e,0.033203199135233834,0.0,0,25474.805,6,0.049360344714571215,0.12090765807858406,6,0.0,0.0,0.013281279654093535,4245.80078125,0.6220355269907728,3963849,3963849,0.35547853
bca4316f-33d6-4ced-be20-d670dd828a53,0.23072500544799607,0.0,0,10026.697,6,0.057978449602850035,0.1420176176046526,6,0.0,0.0,0.09229000217919843,1671.1162109375,0.6220355269907728,1161994,1161994,0.28163946
bf94c36b-e5b6-46e0-97d6-21f0eb498d60,3.436635906584029e-05,0.0,0,472735.72,16,0.014063548554997054,0.05625419421998821,16,0.0,0.0,1.3746543626336116e-05,29545.982421875,0.757464374963667,2515261,2515261,0.10464537
c0f9214d-85db-41de-8b84-539a7914d3b9,0.0,0.0,0,90026.65,9,0.0,0.0,9,0.0,0.0,0.0,10002.9609375,0.683772233983162,3685254,3685254,0.4808607
c41339e6-35c2-49ad-8c6a-7f23a07d374c,0.01474680127362196,0.0,0,161605.69,11,0.03587614045868368,0.07982058732297935,11,0.0,0.0,0.005898720509448785,14691.426136363636,0.7113248654051871,4851807,4851807,0.018891215
c45e005d-61b6-421f-8bc5-da5716158553,3.263612080113705e-06,0.0,0,165865.02,10,0.03450006560478939,0.10909878673636897,10,0.0,0.0,1.305444832045482e-06,16586.5015625,0.6984886554222364,2288994,2288994,-0.109324336
c8ffd74e-7ccf-4e50-b344-d08b46ade489,0.01966305028126321,14510.801,2,291700.53,15,0.05305070677243917,0.14001228960782122,15,0.04974554,0.13333333333333333,0.06278888299107822,19446.702083333334,0.75,4413392,4413392,-0.082636
c9fe7b68-8b11-45e8-ba7b-c8ee37945755,0.0,0.0,0,150830.77,6,0.0,0.0,6,0.0,0.0,0.0,25138.4609375,0.6220355269907728,3722278,3722278,0.7891395
ca1bc455-00c7-4bd6-8078-c314017b892b,0.0,0.0,0,59973.273,5,0.0,0.0,5,0.0,0.0,0.0,11994.6546875,0.5917517095361369,1711591,1711591,-0.08759332
ccea4a3b-370a-4f12-bb44-36b61f6ed08b,0.02182774977957969,15839.391,1,293071.25,7,0.05769599587004894,0.1526492567163592,7,0.05404621,0.14285714285714285,0.0678021068570332,41867.32142857143,0.6464466094067263,4187993,4187993,-0.11154848
cd6bf55a-dde0-4948-92c0-6df0dc039f5c,0.0896523852437002,27696.39,1,131097.84,9,0.04715108730884562,0.14145326192653684,9,0.21126504,0.1111111111111111,0.13257380611853847,14566.427083333334,0.683772233983162,1738206,1738206,0.05517769
d109514a-7421-4cf2-9d3d-31726fcfdd1b,0.24691969975833197,58983.51,1,91376.78,6,0.06375433499313678,0.15616558962365118,6,0.6454978,0.16666666666666666,0.34241723150016506,15229.463541666666,0.6220355269907728,1240315,1240315,0.12451744
d140d84c-f3ec-403b-adb7-c7bda6eb6341,0.03260637477051209,51533.965,1,623438.3,9,0.04382883604651145,0.13148650813953433,9,0.08266089,0.1111111111111111,0.07117415169382489,69270.92361111111,0.683772233983162,3087947,3087947,0.45259988
d27aa681-3c01-44fa-92b7-940ffa14be98,0.20291333977160922,0.0,0,56881.99,7,0.04649054041835147,0.12300240826395473,7,0.0,0.0,0.0811653359086437,8125.998325892857,0.6464466094067263,3800533,3800533,0.29528308
d4a5f3c0-1bee-4371-a0cc-1122e3590ea1,0.040192000089566894,3037.026,1,30428.857,10,0.04026954951947484,0.12734349683047957,10,0.09980743,0.1,0.07601902942597111,3042.8857421875,0.6984886554222364,2064225,2064225,0.03354001
d4d53d5d-1359-451c-9b85-3d1744b5fd3d,0.0,0.0,0,64183.703,13,0.0,0.0,13,0.0,0.0,0.0,4937.207932692308,0.7327387580875756,831071,831071,0.048149467
d8d58a68-be8b-4e8d-b2a6-2bd3a50b93a7,3.4247425521961973e-08,0.0,0,922333.4,11,0.021367456368002993,0.07086783549695608,11,0.0,0.0,1.369897020878479e-08,83848.48863636363,0.7113248654051871,2574411,2574411,0.3347473
de44f298-4dd1-49e5-81bc-26d9b4a5cef6,0.0,0.0,0,261907.58,5,0.0,0.0,5,0.0,0.0,0.0,52381.515625,0.5917517095361369,1361796,1361796,0.070545316
dfb6b1b5-39a2-47f2-af53-9dc2e07460e7,0.033142245697289525,20746.25,1,274532.6,6,0.11725082210760757,0.18735885839549626,6,0.075569354,0.16666666666666666,0.08592770559581511,45755.432291666664,0.6220355269907728,4210089,4210089,-0.17678583
e095872a-3590-463f-84a0-0f8eca7d686a,0.08645640303931315,0.0,0,394661.97,10,0.02547761826351897,0.08056730306902393,10,0.0,0.0,0.03458256121572526,39466.196875,0.6984886554222364,1849445,1849445,0.9694555
e3a12d22-64d2-40e1-82e7-a5a16e86a674,0.09592421890763177,0.0,0,96662.92,19,0.015711351949739476,0.0684841954153151,19,0.0,0.0,0.03836968756305271,5087.522203947368,0.7763932022500211,3354628,3354628,0.2421974
e600cbe9-85b6-4fc0-a605-3626800f9811,0.0,0.0,0,676178.6,8,0.0,0.0,8,0.0,0.0,0.0,84522.328125,0.6666666666666667,2460173,2460173,0.9754566
e67331b8-ca1b-4229-b261-06a24e051c3f,0.1456626935985131,145075.1,2,431910.6,12,0.09791049821595493,0.17792269106831723,12,0.3358915,0.16666666666666666,0.20903252598390748,35992.549479166664,0.7226499018873854,3959732,3959732,0.13576508
e9a954f2-8b1c-47cb-8f76-e2f6242b9138,0.28298389848766753,291860.4,3,409480.4,7,0.18012764112462434,0.22579039843119567,7,0.71275795,0.42857142857142855,0.4555923744649468,58497.200892857145,0.6464466094067263,1366834,1366834,0.37968636
ea4ea48e-be7d-41b0-85c1-f32806051b70,3.1864884985513505e-07,0.0,0,57273.06,7,0.03294212925996644,0.0871566816788154,7,0.0,0.0,1.2745953994205403e-07,8181.865513392857,0.6464466094067263,2082931,2082931,-0.17990845
ecefe618-a6de-46a3-a767-9155a9d27ae4,3.654983715524309e-07,0.0,0,52717.234,6,0.0338778206817703,0.08298337426784415,6,0.0,0.0,1.461993486209724e-07,8786.205729166666,0.6220355269907728,2019791,2019791,-0.00553298
ef0c5878-91a0-4b27-bfd1-b9415fa0acbf,0.0990803088294386,26600.992,2,119273.56,13,0.09514365769510812,0.18241499183368817,13,0.22302505,0.15384615384615385,0.15269348729760204,9174.889423076924,0.7327387580875756,3504053,3504053,0.34055078
ef3f03c4-261b-4aad-b9ea-464381185913,1.5377481655093252e-07,0.0,0,116616.94,9,0.03891568307469354,0.11674704922408063,9,0.0,0.0,6.150992662037301e-08,12957.4375,0.683772233983162,1997120,1997120,0.47433937
f0e0f9ed-efb5-4724-aa73-8cc417cd116d,0.12424634464354656,0.0,0,56306.094,6,0.11372030392148401,0.17647602526584907,6,0.0,0.0,0.04969853785741862,9384.348958333334,0.6220355269907728,2008577,2008577,0.2565186
f1fca99c-fa32-4cfb-994b-ce5adec34ca9,0.009090616307292163,1168.7795,1,51774.516,9,0.0447439439105276,0.13423183173158282,9,0.022574417,0.1111111111111111,0.04374190523043624,5752.723958333333,0.683772233983162,857821,857821,0.14366817
f35af851-eaf8-42fc-984e-8344ee186605,0.02941454939629521,10771.093,1,151802.25,8,0.051819194150213486,0.14656681431695293,8,0.07095476,0.125,0.07055224959586416,18975.28125,0.6666666666666667,2227841,2227841,0.83131516
f72f53e3-8a86-4425-8893-88392addbcb7,0.23558902324771497,44918.54,1,81123.78,9,0.08471380564653425,0.16892335944471246,9,0.5537037,0.1111111111111111,0.29368006917451067,9013.753472222223,0.683772233983162,2649988,2649988,0.29715037
f7720f4d-2ac6-4b74-b982-3f712a53ba0a,0.39716943394241866,171560.75,2,176396.95,5,0.1623961147320015,0.2223822423802145,5,0.9725834,0.4,0.5706428213560507,35279.390625,0.5917517095361369,4536835,4536835,0.14268386
fb0bf4e0-743d-44dd-8ee7-ead44669637c,0.19139700896377346,7472.2935,1,271473.7,12,0.11602389707441996,0.1728458558174495,12,0.027524928,0.08333333333333333,0.10981628206108006,22622.807291666668,0.7226499018873854,4872437,4872437,-0.13339889
fc1da1e1-d3df-4e4c-9573-d36d6e1096e6,0.030562132040823586,0.0,0,130165.29,9,0.0591062145731476,0.12083355004387061,9,0.0,0.0,0.012224852816329436,14462.809895833334,0.683772233983162,2445435,2445435,0.08961189
fda81415-8e0b-4bd7-ad07-61865ff51289,0.040386160081457206,0.0,0,98100.56,8,0.07979526466525799,0.1477756342746475,8,0.0,0.0,0.016154464032582885,12262.5703125,0.6666666666666667,2356664,2356664,-0.14012599
